chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2025-02-01,21,Squabble Up,Kendrick Lamar,20,1,9
2025-02-01,22,Stargazing,Myles Smith,25,19,36
2025-02-01,23,30 For 30,SZA With Kendrick Lamar,26,22,5
2025-02-01,24,Messy,Lola Young,29,24,8
2025-02-01,25,Who,Jimin,41,12,26
2025-02-01,26,Voy A Llevarte Pa PR,Bad Bunny,17,17,3
2025-02-01,27,"Good Luck, Babe!",Chappell Roan,28,4,41
2025-02-01,28,High Road,Koe Wetzel & Jessie Murph,34,22,33
2025-02-01,29,Not Like Us,Kendrick Lamar,33,1,37
2025-02-01,30,EOO,Bad Bunny,24,24,3
2025-02-01,31,BMF,SZA,35,29,5
2025-02-01,32,Whatchu Kno About Me,GloRilla & Sexyy Red,37,17,15
2025-02-01,33,Sailor Song,Gigi Perez,39,22,23
2025-02-01,34,Velda,"Bad Bunny, Omar Courtz & Dei V",23,23,3
2025-02-01,35,Bed Chem,Sabrina Carpenter,36,14,22
2025-02-01,36,El Club,Bad Bunny,27,27,5
2025-02-01,37,No One Noticed,The Marias,46,22,17
2025-02-01,38,Tweaker,GELO,30,29,3
2025-02-01,39,Weltita,Bad Bunny & Chuwi,32,32,3
2025-02-01,40,I Am Not Okay,Jelly Roll,43,14,31
2025-02-01,41,Liar,Jelly Roll,52,39,17
2025-02-01,42,Wildflower,Billie Eilish,49,17,32
2025-02-01,43,Loco,Neton Vega,56,43,4
2025-02-01,44,Perfumito Nuevo,Bad Bunny & RaiNao,31,31,3
2025-02-01,45,Please Please Please,Sabrina Carpenter,47,1,31
2025-02-01,46,Pink Pony Club,Chappell Roan,55,26,32
2025-02-01,47,Wind Up Missin' You,Tucker Wetmore,44,31,43
2025-02-01,48,I Never Lie,Zach Top,53,38,18
2025-02-01,49,Indigo,Sam Barber Featuring Avery Anna,58,48,7
2025-02-01,50,Kloufrens,Bad Bunny,40,40,3
2025-02-01,51,I'm Gonna Love You,Cody Johnson & Carrie Underwood,60,40,17
2025-02-01,52,4x4xU,Lainey Wilson,63,45,11
2025-02-01,53,Ketu Tecre,Bad Bunny,38,38,3
2025-02-01,54,Like Him,"Tyler, The Creator Featuring Lola Young",54,29,13
2025-02-01,55,Que Pasaria...,Rauw Alejandro & Bad Bunny,57,34,10
2025-02-01,56,Denial Is A River,Doechii,65,56,3
2025-02-01,57,Bad Dreams,Teddy Swims,64,57,8
2025-02-01,58,Cafe Con Ron,Bad Bunny & Los Pleneros de La Cresta,48,48,3
2025-02-01,59,Bokete,Bad Bunny,42,42,3
2025-02-01,60,Tu Boda,Oscar Maydon & Fuerza Regida,66,22,14
2025-02-01,61,Turista,Bad Bunny,45,45,3
2025-02-01,62,Good News,Shaboozey,67,47,9
2025-02-01,63,Think I'm In Love With You,Chris Stapleton,68,49,38
2025-02-01,64,I Ain't Sayin',Jordan Davis,70,61,5
2025-02-01,65,Pitorro de Coco,Bad Bunny,50,50,4
2025-02-01,66,La Mudanza,Bad Bunny,51,51,3
2025-02-01,67,Guy For That,Post Malone Featuring Luke Combs,69,17,23
2025-02-01,68,No Pole,Don Toliver,72,66,12
2025-02-01,69,"Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future",61,16,3
2025-02-01,70,Am I Okay?,Megan Moroney,74,59,20
2025-02-01,71,Diet Pepsi,Addison Rae,80,54,17
2025-02-01,72,Heart Of A Woman,Summer Walker,77,57,13
2025-02-01,73,Lo Que Le Paso A Hawaii,Bad Bunny,62,62,3
2025-02-01,74,Are You Even Real,Teddy Swims & GIVEON,59,59,2
2025-02-01,75,Help Me,Real Boston Richey,78,47,27
2025-02-01,76,Rosones,Tito Double P,84,76,5
2025-02-01,77,Funny Papers,Mac Miller,0,77,1
2025-02-01,78,Nadie,Tito Double P,85,78,3
2025-02-01,79,Peekaboo,Kendrick Lamar Featuring AzChike,79,13,9
2025-02-01,80,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,71,44,9
2025-02-01,81,Dos Dias,Tito Double P & Peso Pluma,87,51,20
2025-02-01,82,The Largest,BigXthaPlug,92,82,4
2025-02-01,83,Burning Down,Alex Warren,90,69,8
2025-02-01,84,The Days,CHRYSTAL,97,84,2
2025-02-01,85,5 Dollar Pony Rides,Mac Miller,0,85,1
2025-02-01,86,Khe?,Rauw Alejandro & Romeo Santos,86,60,7
2025-02-01,87,It's Ok I'm Ok,Tate McRae,73,20,19
2025-02-01,88,Push 2 Start,Tyla,0,88,1
2025-02-01,89,Scorsese Baby Daddy,SZA,75,41,5
2025-02-01,90,Hey Now,Kendrick Lamar Featuring Dody6,88,5,9
2025-02-01,91,Boys Back Home,Dylan Marlowe & Dylan Scott,82,75,4
2025-02-01,92,GBP,Central Cee Featuring 21 Savage,0,92,1
2025-02-01,93,Forever Young,"David Guetta, Alphaville & Ava Max",99,93,2
2025-02-01,94,Popular,Ariana Grande,81,53,9
2025-02-01,95,DJ's Chord Organ,Mac Miller Featuring SZA,0,95,1
2025-02-01,96,25,Rod Wave,95,16,14
2025-02-01,97,Stoned,Mac Miller,0,97,1
2025-02-01,98,Headlock,Imogen Heap,100,98,2
2025-02-01,99,Stuff,Lil Baby Featuring Travis Scott,83,51,3
2025-02-01,100,Wondering Why,The Red Clay Strays,0,71,19
2025-02-08,1,4X4,Travis Scott,0,1,1
2025-02-08,2,Die With A Smile,Lady Gaga & Bruno Mars,1,1,24
2025-02-08,3,APT.,ROSE & Bruno Mars,3,3,15
2025-02-08,4,Luther,Kendrick Lamar & SZA,5,3,10
2025-02-08,5,A Bar Song (Tipsy),Shaboozey,4,1,42
2025-02-08,6,Lose Control,Teddy Swims,7,1,76
2025-02-08,7,Birds Of A Feather,Billie Eilish,6,2,37
2025-02-08,8,DTMF,Bad Bunny,2,2,4
2025-02-08,9,That's So True,Gracie Abrams,8,6,15
2025-02-08,10,Love Somebody,Morgan Wallen,10,1,15
2025-02-08,11,TV Off,Kendrick Lamar Featuring Lefty Gunplay,13,2,10
2025-02-08,12,I Had Some Help,Post Malone Featuring Morgan Wallen,12,1,38
2025-02-08,13,Espresso,Sabrina Carpenter,11,3,42
2025-02-08,14,Messy,Lola Young,24,14,9
2025-02-08,15,Beautiful Things,Benson Boone,16,2,53
2025-02-08,16,Baile Inolvidable,Bad Bunny,9,3,4
2025-02-08,17,Fat Juicy & Wet,Sexyy Red & Bruno Mars,0,17,1
2025-02-08,18,Timeless,The Weeknd & Playboi Carti,17,3,18
2025-02-08,19,Taste,Sabrina Carpenter,14,2,23
2025-02-08,20,30 For 30,SZA With Kendrick Lamar,23,20,6
2025-02-08,21,Sports Car,Tate McRae,0,21,1
2025-02-08,22,Smile,Morgan Wallen,18,4,5
2025-02-08,23,Squabble Up,Kendrick Lamar,21,1,10
2025-02-08,24,Too Sweet,Hozier,20,1,44
2025-02-08,25,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",19,10,14
2025-02-08,26,Stargazing,Myles Smith,22,19,37
2025-02-08,27,Nuevayol,Bad Bunny,15,8,4
2025-02-08,28,High Road,Koe Wetzel & Jessie Murph,28,22,34
2025-02-08,29,Not Like Us,Kendrick Lamar,29,1,38
2025-02-08,30,"Good Luck, Babe!",Chappell Roan,27,4,42
2025-02-08,31,Who,Jimin,25,12,27
2025-02-08,32,BMF,SZA,31,29,6
2025-02-08,33,Whatchu Kno About Me,GloRilla & Sexyy Red,32,17,16
2025-02-08,34,Sailor Song,Gigi Perez,33,22,24
2025-02-08,35,Voy A Llevarte Pa PR,Bad Bunny,26,17,4
2025-02-08,36,Bed Chem,Sabrina Carpenter,35,14,23
2025-02-08,37,No One Noticed,The Marias,37,22,18
2025-02-08,38,Liar,Jelly Roll,41,38,18
2025-02-08,39,EOO,Bad Bunny,30,24,4
2025-02-08,40,Residuals,Chris Brown,0,40,21
2025-02-08,41,I Am Not Okay,Jelly Roll,40,14,32
2025-02-08,42,Bad Dreams,Teddy Swims,57,42,9
2025-02-08,43,Loco,Neton Vega,43,43,5
2025-02-08,44,I Never Lie,Zach Top,48,38,19
2025-02-08,45,Pink Pony Club,Chappell Roan,46,26,33
2025-02-08,46,Wildflower,Billie Eilish,42,17,33
2025-02-08,47,Velda,"Bad Bunny, Omar Courtz & Dei V",34,23,4
2025-02-08,48,Tweaker,GELO,38,29,4
2025-02-08,49,Please Please Please,Sabrina Carpenter,45,1,32
2025-02-08,50,Indigo,Sam Barber Featuring Avery Anna,49,48,8
2025-02-08,51,El Club,Bad Bunny,36,27,6
2025-02-08,52,4x4xU,Lainey Wilson,52,45,12
2025-02-08,53,I'm Gonna Love You,Cody Johnson & Carrie Underwood,51,40,18
2025-02-08,54,Like Him,"Tyler, The Creator Featuring Lola Young",54,29,14
2025-02-08,55,Denial Is A River,Doechii,56,55,4
2025-02-08,56,Weltita,Bad Bunny & Chuwi,39,32,4
2025-02-08,57,Good News,Shaboozey,62,47,10
2025-02-08,58,Haunted,Kane Brown With Jelly Roll,0,58,1
2025-02-08,59,I Ain't Sayin',Jordan Davis,64,59,6
2025-02-08,60,Think I'm In Love With You,Chris Stapleton,63,49,39
2025-02-08,61,Que Pasaria...,Rauw Alejandro & Bad Bunny,55,34,11
2025-02-08,62,Perfumito Nuevo,Bad Bunny & RaiNao,44,31,4
2025-02-08,63,Are You Even Real,Teddy Swims & GIVEON,74,59,3
2025-02-08,64,Kloufrens,Bad Bunny,50,40,4
2025-02-08,65,Tu Boda,Oscar Maydon & Fuerza Regida,60,22,15
2025-02-08,66,Diet Pepsi,Addison Rae,71,54,18
2025-02-08,67,Guy For That,Post Malone Featuring Luke Combs,67,17,24
2025-02-08,68,Am I Okay?,Megan Moroney,70,59,21
2025-02-08,69,Ketu Tecre,Bad Bunny,53,38,4
2025-02-08,70,Heart Of A Woman,Summer Walker,72,57,14
2025-02-08,71,The Largest,BigXthaPlug,82,71,5
2025-02-08,72,No Pole,Don Toliver,68,66,13
2025-02-08,73,Blue Jean Baby,Zach Bryan,0,73,1
2025-02-08,74,It's Ok I'm Ok,Tate McRae,87,20,20
2025-02-08,75,Help Me,Real Boston Richey,75,47,28
2025-02-08,76,Peekaboo,Kendrick Lamar Featuring AzChike,79,13,10
2025-02-08,77,"Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future",69,16,4
2025-02-08,78,Cafe Con Ron,Bad Bunny & Los Pleneros de La Cresta,58,48,4
2025-02-08,79,Backseat Driver,Kane Brown,0,79,1
2025-02-08,80,Bokete,Bad Bunny,59,42,4
2025-02-08,81,GBP,Central Cee Featuring 21 Savage,92,81,2
2025-02-08,82,Turista,Bad Bunny,61,45,4
2025-02-08,83,The Days,CHRYSTAL,84,83,3
2025-02-08,84,Burning Down,Alex Warren,83,69,9
2025-02-08,85,Weren't For The Wind,Ella Langley,0,85,1
2025-02-08,86,Nadie,Tito Double P,78,78,4
2025-02-08,87,Rosones,Tito Double P,76,76,6
2025-02-08,88,Hey Now,Kendrick Lamar Featuring Dody6,90,5,10
2025-02-08,89,Push 2 Start,Tyla,88,88,2
2025-02-08,90,Forever Young,"David Guetta, Alphaville & Ava Max",93,90,3
2025-02-08,91,Headlock,Imogen Heap,98,91,3
2025-02-08,92,La Mudanza,Bad Bunny,66,51,4
2025-02-08,93,Holy Smokes,Bailey Zimmerman,0,54,8
2025-02-08,94,Pitorro de Coco,Bad Bunny,65,50,5
2025-02-08,95,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,80,44,10
2025-02-08,96,Khe?,Rauw Alejandro & Romeo Santos,86,60,8
2025-02-08,97,Me Jalo,Fuerza Regida & Grupo Frontera,0,97,1
2025-02-08,98,Wondering Why,The Red Clay Strays,100,71,20
2025-02-08,99,Boys Back Home,Dylan Marlowe & Dylan Scott,91,75,5
2025-02-08,100,Mutt,Leon Thomas,0,100,1
2025-02-15,1,Die With A Smile,Lady Gaga & Bruno Mars,2,1,25
2025-02-15,2,I'm The Problem,Morgan Wallen,0,2,1
2025-02-15,3,Luther,Kendrick Lamar & SZA,4,3,11
2025-02-15,4,Birds Of A Feather,Billie Eilish,7,2,38
2025-02-15,5,A Bar Song (Tipsy),Shaboozey,5,1,43
2025-02-15,6,APT.,ROSE & Bruno Mars,3,3,16
2025-02-15,7,Timeless,The Weeknd & Playboi Carti,18,3,19
2025-02-15,8,Lose Control,Teddy Swims,6,1,77
2025-02-15,9,Beautiful Things,Benson Boone,15,2,54
2025-02-15,10,TV Off,Kendrick Lamar Featuring Lefty Gunplay,11,2,11
2025-02-15,11,Love Somebody,Morgan Wallen,10,1,16
2025-02-15,12,Cry For Me,The Weeknd,0,12,1
2025-02-15,13,That's So True,Gracie Abrams,9,6,16
2025-02-15,14,Espresso,Sabrina Carpenter,13,3,43
2025-02-15,15,Not Like Us,Kendrick Lamar,29,1,39
2025-02-15,16,I Had Some Help,Post Malone Featuring Morgan Wallen,12,1,39
2025-02-15,17,DTMF,Bad Bunny,8,2,5
2025-02-15,18,Pink Pony Club,Chappell Roan,45,18,34
2025-02-15,19,Messy,Lola Young,14,14,10
2025-02-15,20,Squabble Up,Kendrick Lamar,23,1,11
2025-02-15,21,Taste,Sabrina Carpenter,19,2,24
2025-02-15,22,30 For 30,SZA With Kendrick Lamar,20,20,7
2025-02-15,23,"Good Luck, Babe!",Chappell Roan,30,4,43
2025-02-15,24,Too Sweet,Hozier,24,1,45
2025-02-15,25,Stargazing,Myles Smith,26,19,38
2025-02-15,26,Baile Inolvidable,Bad Bunny,16,3,5
2025-02-15,27,Denial Is A River,Doechii,55,27,5
2025-02-15,28,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",25,10,15
2025-02-15,29,Abracadabra,Lady Gaga,0,29,1
2025-02-15,30,Smile,Morgan Wallen,22,4,6
2025-02-15,31,High Road,Koe Wetzel & Jessie Murph,28,22,35
2025-02-15,32,Wildflower,Billie Eilish,46,17,34
2025-02-15,33,Sports Car,Tate McRae,21,21,2
2025-02-15,34,Fat Juicy & Wet,Sexyy Red & Bruno Mars,17,17,2
2025-02-15,35,Sailor Song,Gigi Perez,34,22,25
2025-02-15,36,Who,Jimin,31,12,28
2025-02-15,37,Nuevayol,Bad Bunny,27,8,5
2025-02-15,38,Bed Chem,Sabrina Carpenter,36,14,24
2025-02-15,39,Whatchu Kno About Me,GloRilla & Sexyy Red,33,17,17
2025-02-15,40,No One Noticed,The Marias,37,22,19
2025-02-15,41,Again,Fetty Wap,0,33,27
2025-02-15,42,BMF,SZA,32,29,7
2025-02-15,43,Sao Paulo,The Weeknd & Anitta,0,43,2
2025-02-15,44,Liar,Jelly Roll,38,38,19
2025-02-15,45,Wake Me Up,The Weeknd & Justice,0,45,1
2025-02-15,46,Baptized In Fear,The Weeknd,0,46,1
2025-02-15,47,Please Please Please,Sabrina Carpenter,49,1,33
2025-02-15,48,Open Hearts,The Weeknd,0,48,1
2025-02-15,49,Loco,Neton Vega,43,43,6
2025-02-15,50,I Never Lie,Zach Top,44,38,20
2025-02-15,51,Tweaker,GELO,48,29,5
2025-02-15,52,Residuals,Chris Brown,40,40,22
2025-02-15,53,Reflections Laughing,"The Weeknd, Travis Scott & Florence + The Machine",0,53,1
2025-02-15,54,4x4xU,Lainey Wilson,52,45,13
2025-02-15,55,Voy A Llevarte Pa PR,Bad Bunny,35,17,5
2025-02-15,56,Indigo,Sam Barber Featuring Avery Anna,50,48,9
2025-02-15,57,4X4,Travis Scott,1,1,2
2025-02-15,58,I'm Gonna Love You,Cody Johnson & Carrie Underwood,53,40,19
2025-02-15,59,EOO,Bad Bunny,39,24,5
2025-02-15,60,Enjoy The Show,The Weeknd & Future,0,60,1
2025-02-15,61,Bad Dreams,Teddy Swims,42,42,10
2025-02-15,62,Like Him,"Tyler, The Creator Featuring Lola Young",54,29,15
2025-02-15,63,Good News,Shaboozey,57,47,11
2025-02-15,64,Think I'm In Love With You,Chris Stapleton,60,49,40
2025-02-15,65,Niagara Falls,The Weeknd,0,65,1
2025-02-15,66,I Ain't Sayin',Jordan Davis,59,59,7
2025-02-15,67,Velda,"Bad Bunny, Omar Courtz & Dei V",47,23,5
2025-02-15,68,The Abyss,The Weeknd & Lana Del Rey,0,68,1
2025-02-15,69,Take Me Back To LA,The Weeknd,0,69,1
2025-02-15,70,El Club,Bad Bunny,51,27,7
2025-02-15,71,Given Up On Me,The Weeknd,0,71,1
2025-02-15,72,Am I Okay?,Megan Moroney,68,59,22
2025-02-15,73,Guy For That,Post Malone Featuring Luke Combs,67,17,25
2025-02-15,74,Opening Night,The Weeknd,0,74,1
2025-02-15,75,Diet Pepsi,Addison Rae,66,54,19
2025-02-15,76,Que Pasaria...,Rauw Alejandro & Bad Bunny,61,34,12
2025-02-15,77,Tu Boda,Oscar Maydon & Fuerza Regida,65,22,16
2025-02-15,78,Are You Even Real,Teddy Swims & GIVEON,63,59,4
2025-02-15,79,Heart Of A Woman,Summer Walker,70,57,15
2025-02-15,80,Blue Jean Baby,Zach Bryan,73,73,2
2025-02-15,81,Peekaboo,Kendrick Lamar Featuring AzChike,76,13,11
2025-02-15,82,I Can't Wait To Get There,The Weeknd,0,82,1
2025-02-15,83,The Largest,BigXthaPlug,71,71,6
2025-02-15,84,7 Dias,Gabito Ballesteros & Tito Double P,0,84,1
2025-02-15,85,Haunted,Kane Brown With Jelly Roll,58,58,2
2025-02-15,86,No Pole,Don Toliver,72,66,14
2025-02-15,87,Weltita,Bad Bunny & Chuwi,56,32,5
2025-02-15,88,Weren't For The Wind,Ella Langley,85,85,2
2025-02-15,89,Help Me,Real Boston Richey,75,47,29
2025-02-15,90,Headlock,Imogen Heap,91,90,4
2025-02-15,91,Hey Now,Kendrick Lamar Featuring Dody6,88,5,11
2025-02-15,92,Nissan Altima,Doechii,0,92,1
2025-02-15,93,Kloufrens,Bad Bunny,64,40,5
2025-02-15,94,Perfumito Nuevo,Bad Bunny & RaiNao,62,31,5
2025-02-15,95,The Days,CHRYSTAL,83,83,4
2025-02-15,96,Love Hangover,JENNIE & Dominic Fike,0,96,1
2025-02-15,97,Rosones,Tito Double P,87,76,7
2025-02-15,98,Nadie,Tito Double P,86,78,5
2025-02-15,99,Forever Young,"David Guetta, Alphaville & Ava Max",90,90,4
2025-02-15,100,Worst Way,Riley Green,0,91,4
2025-02-22,1,Not Like Us,Kendrick Lamar,15,1,40
2025-02-22,2,Luther,Kendrick Lamar & SZA,3,2,12
2025-02-22,3,TV Off,Kendrick Lamar Featuring Lefty Gunplay,10,2,12
2025-02-22,4,Die With A Smile,Lady Gaga & Bruno Mars,1,1,26
2025-02-22,5,Squabble Up,Kendrick Lamar,20,1,12
2025-02-22,6,Birds Of A Feather,Billie Eilish,4,2,39
2025-02-22,7,APT.,ROSE & Bruno Mars,6,3,17
2025-02-22,8,A Bar Song (Tipsy),Shaboozey,5,1,44
2025-02-22,9,Pink Pony Club,Chappell Roan,18,9,35
2025-02-22,10,30 For 30,SZA With Kendrick Lamar,22,10,8
2025-02-22,11,Beautiful Things,Benson Boone,9,2,55
2025-02-22,12,Lose Control,Teddy Swims,8,1,78
2025-02-22,13,Abracadabra,Lady Gaga,29,13,2
2025-02-22,14,All The Stars,Kendrick Lamar & SZA,0,7,22
2025-02-22,15,That's So True,Gracie Abrams,13,6,17
2025-02-22,16,Timeless,The Weeknd & Playboi Carti,7,3,20
2025-02-22,17,Love Somebody,Morgan Wallen,11,1,17
2025-02-22,18,Espresso,Sabrina Carpenter,14,3,44
2025-02-22,19,I'm The Problem,Morgan Wallen,2,2,2
2025-02-22,20,I Had Some Help,Post Malone Featuring Morgan Wallen,16,1,40
2025-02-22,21,Denial Is A River,Doechii,27,21,6
2025-02-22,22,Messy,Lola Young,19,14,11
2025-02-22,23,"Good Luck, Babe!",Chappell Roan,23,4,44
2025-02-22,24,Taste,Sabrina Carpenter,21,2,25
2025-02-22,25,DTMF,Bad Bunny,17,2,6
2025-02-22,26,Too Sweet,Hozier,24,1,46
2025-02-22,27,Cry For Me,The Weeknd,12,12,2
2025-02-22,28,Peekaboo,Kendrick Lamar Featuring AzChike,81,13,12
2025-02-22,29,Wildflower,Billie Eilish,32,17,35
2025-02-22,30,Stargazing,Myles Smith,25,19,39
2025-02-22,31,Tweaker,GELO,51,29,6
2025-02-22,32,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",28,10,16
2025-02-22,33,Humble.,Kendrick Lamar,0,1,38
2025-02-22,34,BMF,SZA,42,29,8
2025-02-22,35,High Road,Koe Wetzel & Jessie Murph,31,22,36
2025-02-22,36,Baile Inolvidable,Bad Bunny,26,3,6
2025-02-22,37,Sailor Song,Gigi Perez,35,22,26
2025-02-22,38,Smile,Morgan Wallen,30,4,7
2025-02-22,39,Bed Chem,Sabrina Carpenter,38,14,25
2025-02-22,40,Who,Jimin,36,12,29
2025-02-22,41,Sports Car,Tate McRae,33,21,3
2025-02-22,42,Liar,Jelly Roll,44,38,20
2025-02-22,43,No One Noticed,The Marias,40,22,20
2025-02-22,44,Whatchu Kno About Me,GloRilla & Sexyy Red,39,17,18
2025-02-22,45,Like That,"Future, Metro Boomin & Kendrick Lamar",0,1,32
2025-02-22,46,Fat Juicy & Wet,Sexyy Red & Bruno Mars,34,17,3
2025-02-22,47,Please Please Please,Sabrina Carpenter,47,1,34
2025-02-22,48,Nuevayol,Bad Bunny,37,8,6
2025-02-22,49,I Never Lie,Zach Top,50,38,21
2025-02-22,50,4x4xU,Lainey Wilson,54,45,14
2025-02-22,51,I'm Gonna Love You,Cody Johnson & Carrie Underwood,58,40,20
2025-02-22,52,Loco,Neton Vega,49,43,7
2025-02-22,53,Indigo,Sam Barber Featuring Avery Anna,56,48,10
2025-02-22,54,Residuals,Chris Brown,52,40,23
2025-02-22,55,Twenties,Giveon,0,55,1
2025-02-22,56,Hey Now,Kendrick Lamar Featuring Dody6,91,5,12
2025-02-22,57,Good News,Shaboozey,63,47,12
2025-02-22,58,Like Him,"Tyler, The Creator Featuring Lola Young",62,29,16
2025-02-22,59,Bad Dreams,Teddy Swims,61,42,11
2025-02-22,60,Voy A Llevarte Pa PR,Bad Bunny,55,17,6
2025-02-22,61,Ordinary,Alex Warren,0,61,1
2025-02-22,62,I Ain't Sayin',Jordan Davis,66,59,8
2025-02-22,63,Hard Fought Hallelujah,Brandon Lake,0,51,2
2025-02-22,64,4X4,Travis Scott,57,1,3
2025-02-22,65,EOO,Bad Bunny,59,24,6
2025-02-22,66,Am I Okay?,Megan Moroney,72,59,23
2025-02-22,67,Guy For That,Post Malone Featuring Luke Combs,73,17,26
2025-02-22,68,Born Again,LISA Featuring Doja Cat & RAYE,0,68,1
2025-02-22,69,Que Pasaria...,Rauw Alejandro & Bad Bunny,76,34,13
2025-02-22,70,Velda,"Bad Bunny, Omar Courtz & Dei V",67,23,6
2025-02-22,71,Heart Of A Woman,Summer Walker,79,57,16
2025-02-22,72,Diet Pepsi,Addison Rae,75,54,20
2025-02-22,73,Nissan Altima,Doechii,92,73,2
2025-02-22,74,Sao Paulo,The Weeknd & Anitta,43,43,3
2025-02-22,75,Tu Boda,Oscar Maydon & Fuerza Regida,77,22,17
2025-02-22,76,Burning Down,Alex Warren,0,69,10
2025-02-22,77,Wacced Out Murals,Kendrick Lamar,0,4,7
2025-02-22,78,The Largest,BigXthaPlug,83,71,7
2025-02-22,79,No Pole,Don Toliver,86,66,15
2025-02-22,80,Euphoria,Kendrick Lamar,0,3,17
2025-02-22,81,Dodger Blue,"Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch",0,11,6
2025-02-22,82,El Club,Bad Bunny,70,27,8
2025-02-22,83,Headlock,Imogen Heap,90,83,5
2025-02-22,84,Backseat Driver,Kane Brown,0,79,2
2025-02-22,85,Are You Even Real,Teddy Swims & GIVEON,78,59,5
2025-02-22,86,Baptized In Fear,The Weeknd,46,46,2
2025-02-22,87,Worst Way,Riley Green,100,87,5
2025-02-22,88,Guess,Charli xcx Featuring Billie Eilish,0,12,13
2025-02-22,89,Khe?,Rauw Alejandro & Romeo Santos,0,60,9
2025-02-22,90,Mutt,Leon Thomas,0,90,2
2025-02-22,91,Nadie,Tito Double P,98,78,6
2025-02-22,92,Forever Young,"David Guetta, Alphaville & Ava Max",99,90,5
2025-02-22,93,The Greatest,Billie Eilish,0,24,5
2025-02-22,94,Open Hearts,The Weeknd,48,48,2
2025-02-22,95,Haunted,Kane Brown With Jelly Roll,85,58,3
2025-02-22,96,Push 2 Start,Tyla,0,88,3
2025-02-22,97,Rosones,Tito Double P,97,76,8
2025-02-22,98,Weren't For The Wind,Ella Langley,88,85,3
2025-02-22,99,The Days,CHRYSTAL,95,83,5
2025-02-22,100,Weltita,Bad Bunny & Chuwi,87,32,6
2025-03-01,1,Luther,Kendrick Lamar & SZA,2,1,13
2025-03-01,2,Not Like Us,Kendrick Lamar,1,1,41
2025-03-01,3,Die With A Smile,Lady Gaga & Bruno Mars,4,1,27
2025-03-01,4,TV Off,Kendrick Lamar Featuring Lefty Gunplay,3,2,13
2025-03-01,5,Squabble Up,Kendrick Lamar,5,1,13
2025-03-01,6,Gimme A Hug,Drake,0,6,1
2025-03-01,7,APT.,ROSE & Bruno Mars,7,3,18
2025-03-01,8,Birds Of A Feather,Billie Eilish,6,2,40
2025-03-01,9,A Bar Song (Tipsy),Shaboozey,8,1,45
2025-03-01,10,Nokia,Drake,0,10,1
2025-03-01,11,Pink Pony Club,Chappell Roan,9,9,36
2025-03-01,12,Lose Control,Teddy Swims,12,1,79
2025-03-01,13,Beautiful Things,Benson Boone,11,2,56
2025-03-01,14,30 For 30,SZA With Kendrick Lamar,10,10,9
2025-03-01,15,All The Stars,Kendrick Lamar & SZA,14,7,23
2025-03-01,16,That's So True,Gracie Abrams,15,6,18
2025-03-01,17,Espresso,Sabrina Carpenter,18,3,45
2025-03-01,18,CN Tower,PARTYNEXTDOOR & Drake,0,18,1
2025-03-01,19,Love Somebody,Morgan Wallen,17,1,18
2025-03-01,20,I Had Some Help,Post Malone Featuring Morgan Wallen,20,1,41
2025-03-01,21,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",0,21,1
2025-03-01,22,Taste,Sabrina Carpenter,24,2,26
2025-03-01,23,I'm The Problem,Morgan Wallen,19,2,3
2025-03-01,24,Timeless,The Weeknd & Playboi Carti,16,3,21
2025-03-01,25,Please Please Please,Sabrina Carpenter,47,1,35
2025-03-01,26,Something About You,PARTYNEXTDOOR & Drake,0,26,1
2025-03-01,27,Busy Woman,Sabrina Carpenter,0,27,1
2025-03-01,28,Messy,Lola Young,22,14,12
2025-03-01,29,Moth Balls,PARTYNEXTDOOR & Drake,0,29,1
2025-03-01,30,Somebody Loves Me,PARTYNEXTDOOR & Drake,0,30,1
2025-03-01,31,Deeper,PARTYNEXTDOOR,0,31,1
2025-03-01,32,Denial Is A River,Doechii,21,21,7
2025-03-01,33,Abracadabra,Lady Gaga,13,13,3
2025-03-01,34,Too Sweet,Hozier,26,1,47
2025-03-01,35,Spider-Man Superman,PARTYNEXTDOOR & Drake,0,35,1
2025-03-01,36,"Good Luck, Babe!",Chappell Roan,23,4,45
2025-03-01,37,Crying In Chanel,Drake,0,37,1
2025-03-01,38,Peekaboo,Kendrick Lamar Featuring AzChike,28,13,13
2025-03-01,39,Bed Chem,Sabrina Carpenter,39,14,26
2025-03-01,40,Small Town Fame,Drake,0,40,1
2025-03-01,41,Stargazing,Myles Smith,30,19,40
2025-03-01,42,DTMF,Bad Bunny,25,2,7
2025-03-01,43,Raining In Houston,Drake,0,43,1
2025-03-01,44,Who,Jimin,40,12,30
2025-03-01,45,Pimmie's Dilemma,"Pimmie, PARTYNEXTDOOR & Drake",0,45,1
2025-03-01,46,High Road,Koe Wetzel & Jessie Murph,35,22,37
