Age,Gender,Education Level,Job Title,Years of Experience,Salary,
29,Male,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
36,Female,Master's Degree,Web Developer,7,85000,FALSE
30,Male,High School,Junior HR Generalist,1,32000,FALSE
43,Female,PhD,Senior Human Resources Manager,15,150000,FALSE
34,Male,Bachelor's Degree,Web Developer,4,65000,FALSE
25,Female,Master's Degree,Junior HR Generalist,1,32000,FALSE
37,Male,PhD,Director of HR,12,120000,FALSE
24,Female,Bachelor's Degree,Junior Web Developer,1,40000,FALSE
39,Male,Master's Degree,Senior HR Generalist,9,95000,FALSE
31,Male,High School,Junior HR Generalist,2,35000,FALSE
44,Female,PhD,Director of HR,14,140000,FALSE
28,Male,Bachelor's Degree,Web Developer,3,55000,FALSE
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,FALSE
45,Male,PhD,Director of HR,13,135000,FALSE
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
38,Male,Master's Degree,Senior HR Generalist,8,95000,FALSE
27,Female,High School,Junior HR Generalist,1,32000,FALSE
33,Male,Bachelor's Degree,Web Developer,5,70000,FALSE
42,Female,Master's Degree,Director of HR,12,120000,FALSE
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,FALSE
36,Female,Master's Degree,Web Developer,7,85000,FALSE
30,Male,High School,Junior HR Coordinator,2,33000,FALSE
43,Female,PhD,Senior Human Resources Manager,15,150000,FALSE
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,FALSE
25,Female,Master's Degree,Junior HR Generalist,1,32000,FALSE
37,Male,PhD,Director of HR,11,115000,FALSE
24,Female,Bachelor's Degree,Web Developer,1,40000,FALSE
39,Male,Master's Degree,Senior HR Generalist,10,105000,FALSE
31,Male,High School,Junior HR Generalist,2,35000,FALSE
44,Female,PhD,Director of HR,13,135000,FALSE
28,Male,Bachelor's Degree,Web Developer,4,65000,FALSE
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,FALSE
45,Male,PhD,Director of HR,14,140000,FALSE
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
38,Male,Master's Degree,Senior HR Generalist,8,95000,FALSE
27,Female,High School,Junior HR Generalist,1,32000,FALSE
33,Male,Bachelor's Degree,Web Developer,5,70000,FALSE
42,Female,Master's Degree,Director of HR,12,120000,FALSE
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,FALSE
36,Female,Master's Degree,Web Developer,7,85000,FALSE
30,Male,High School,Junior HR Coordinator,2,33000,FALSE
43,Female,PhD,Senior Human Resources Manager,15,150000,FALSE
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,FALSE
25,Female,Master's Degree,Junior HR Generalist,1,32000,FALSE
37,Male,PhD,Director of HR,11,115000,FALSE
24,Female,Bachelor's Degree,Web Developer,1,40000,FALSE
39,Male,Master's Degree,Senior HR Generalist,10,105000,FALSE
31,Male,High School,Junior HR Generalist,2,35000,FALSE
44,Female,PhD,Director of HR,13,135000,FALSE
28,Male,Bachelor's Degree,Web Developer,4,65000,FALSE
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,FALSE
45,Male,PhD,Director of HR,14,140000,FALSE
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
38,Male,Master's Degree,Senior HR Generalist,8,95000,FALSE
27,Female,High School,Junior HR Generalist,1,32000,FALSE
33,Male,Bachelor's Degree,Web Developer,5,70000,FALSE
42,Female,Master's Degree,Director of HR,12,120000,FALSE
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,FALSE
36,Female,Master's Degree,Web Developer,7,85000,FALSE
30,Male,High School,Junior HR Coordinator,2,33000,FALSE
43,Female,PhD,Senior Human Resources Manager,15,150000,FALSE
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,FALSE
25,Female,Master's Degree,Junior HR Generalist,1,32000,FALSE
37,Male,PhD,Director of HR,11,115000,FALSE
24,Female,Bachelor's Degree,Web Developer,1,40000,FALSE
39,Male,Master's Degree,Senior HR Generalist,10,105000,FALSE
31,Male,High School,Junior HR Generalist,2,35000,FALSE
44,Female,PhD,Director of HR,13,135000,FALSE
28,Male,Bachelor's Degree,Web Developer,4,65000,FALSE
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,FALSE
45,Male,PhD,Director of HR,14,140000,FALSE
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
38,Male,Master's Degree,Senior HR Generalist,8,95000,FALSE
27,Female,High School,Junior HR Generalist,1,32000,FALSE
33,Male,Bachelor's Degree,Web Developer,5,70000,FALSE
42,Female,Master's Degree,Director of HR,12,120000,FALSE
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,FALSE
36,Female,Master's Degree,Web Developer,7,85000,FALSE
30,Male,High School,Junior HR Coordinator,2,33000,FALSE
43,Female,PhD,Senior Human Resources Manager,15,150000,FALSE
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,FALSE
25,Female,Master's Degree,Junior HR Generalist,1,32000,FALSE
37,Male,PhD,Director of HR,11,115000,FALSE
32,Male,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
24,Female,High School,Junior HR Generalist,1,32000,FALSE
45,Male,PhD,Senior Human Resources Manager,12,120000,FALSE
29,Female,Master's Degree,Web Developer,4,65000,FALSE
38,Male,Bachelor's Degree,Senior HR Generalist,8,95000,FALSE
27,Female,Master's Degree,Director of HR,5,80000,FALSE
31,Female,High School,Junior HR Coordinator,3,38000,FALSE
42,Male,Master's Degree,Web Developer,10,110000,FALSE
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
36,Male,Master's Degree,Senior HR Generalist,7,89000,FALSE
28,Male,High School,Junior HR Generalist,1,32000,FALSE
33,Female,Bachelor's Degree,Web Developer,5,70000,FALSE
46,Male,PhD,Director of HR,15,150000,FALSE
25,Female,Bachelor's Degree,Junior Web Developer,1,40000,FALSE
37,Female,Master's Degree,Senior Human Resources Manager,9,105000,FALSE
30,Male,Master's Degree,Web Developer,4,65000,FALSE
43,Female,PhD,Director of HR,14,140000,FALSE
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,FALSE
26,Female,High School,Junior HR Generalist,2,35000,FALSE
41,Male,Master's Degree,Senior HR Generalist,11,115000,FALSE
29,Female,Master's Degree,Web Developer,5,70000,FALSE
35,Male,Bachelor's Degree,Web Developer,6,80000,FALSE
27,Female,High School,Junior HR Coordinator,1,30000,FALSE
40,Male,PhD,Director of HR,13,135000,FALSE
23,Female,Bachelor's Degree,Junior Web Developer,1,40000,FALSE
39,Male,Master's Degree,Senior HR Generalist,10,105000,FALSE
31,Male,High School,Junior HR Generalist,2,35000,FALSE
44,Female,PhD,Senior Human Resources Manager,12,120000,FALSE
28,Male,Master's Degree,Web Developer,3,55000,FALSE
32,Female,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
45,Male,Master's Degree,Director of HR,14,140000,FALSE
26,Female,Bachelor's Degree,Web Developer,3,55000,FALSE
38,Male,PhD,Senior Human Resources Manager,11,115000,FALSE
27,Female,Master's Degree,Senior HR Generalist,4,70000,FALSE
33,Male,High School,Junior HR Coordinator,3,38000,FALSE
42,Female,Master's Degree,Director of HR,13,135000,FALSE
29,Male,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
36,Female,Master's Degree,Web Developer,7,85000,FALSE
30,Male,High School,Junior HR Generalist,1,32000,FALSE
43,Female,PhD,Senior Human Resources Manager,15,150000,FALSE
34,Male,Bachelor's Degree,Web Developer,4,65000,FALSE
25,Female,Master's Degree,Junior HR Generalist,1,32000,FALSE
37,Male,PhD,Director of HR,12,120000,FALSE
24,Female,Bachelor's Degree,Junior Web Developer,1,40000,FALSE
39,Male,Master's Degree,Senior HR Generalist,9,95000,FALSE
31,Male,High School,Junior HR Generalist,2,35000,FALSE
44,Female,PhD,Director of HR,14,140000,FALSE
28,Male,Bachelor's Degree,Web Developer,3,55000,FALSE
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,FALSE
45,Male,PhD,Director of HR,13,135000,FALSE
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
38,Male,Master's Degree,Senior HR Generalist,8,95000,FALSE
27,Female,High School,Junior HR Generalist,1,32000,FALSE
33,Male,Bachelor's Degree,Web Developer,5,70000,FALSE
42,Female,Master's Degree,Director of HR,12,120000,FALSE
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,FALSE
36,Female,Master's Degree,Web Developer,7,85000,FALSE
30,Male,High School,Junior HR Coordinator,2,33000,FALSE
43,Female,PhD,Senior Human Resources Manager,15,150000,FALSE
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,FALSE
25,Female,Master's Degree,Junior HR Generalist,1,32000,FALSE
37,Male,PhD,Director of HR,11,115000,FALSE
24,Female,Bachelor's Degree,Web Developer,1,40000,FALSE
39,Male,Master's Degree,Senior HR Generalist,10,105000,FALSE
31,Male,High School,Junior HR Generalist,2,35000,FALSE
44,Female,PhD,Director of HR,13,135000,FALSE
28,Male,Bachelor's Degree,Web Developer,4,65000,FALSE
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,FALSE
45,Male,PhD,Director of HR,14,140000,FALSE
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
38,Male,Master's Degree,Senior HR Generalist,8,95000,FALSE
27,Female,High School,Junior HR Generalist,1,32000,FALSE
33,Male,Bachelor's Degree,Web Developer,5,70000,FALSE
42,Female,Master's Degree,Director of HR,12,120000,FALSE
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,FALSE
36,Female,Master's Degree,Web Developer,7,85000,FALSE
30,Male,High School,Junior HR Coordinator,2,33000,FALSE
43,Female,PhD,Senior Human Resources Manager,15,150000,FALSE
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,FALSE
25,Female,Master's Degree,Junior HR Generalist,1,32000,FALSE
37,Male,PhD,Director of HR,11,115000,FALSE
24,Female,Bachelor's Degree,Web Developer,1,40000,FALSE
39,Male,Master's Degree,Senior HR Generalist,10,105000,FALSE
31,Male,High School,Junior HR Generalist,2,35000,FALSE
44,Female,PhD,Director of HR,13,135000,FALSE
28,Male,Bachelor's Degree,Web Developer,4,65000,FALSE
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,FALSE
45,Male,PhD,Director of HR,14,140000,FALSE
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
38,Male,Master's Degree,Senior HR Generalist,8,95000,FALSE
27,Female,High School,Junior HR Generalist,1,32000,FALSE
33,Male,Bachelor's Degree,Web Developer,5,70000,FALSE
42,Female,Master's Degree,Director of HR,12,120000,FALSE
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,FALSE
36,Female,Master's Degree,Web Developer,7,85000,FALSE
30,Male,High School,Junior HR Coordinator,2,33000,FALSE
43,Female,PhD,Senior Human Resources Manager,15,150000,FALSE
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,FALSE
25,Female,Master's Degree,Junior HR Generalist,1,32000,FALSE
37,Male,PhD,Director of HR,11,115000,FALSE
24,Female,Bachelor's Degree,Web Developer,1,40000,FALSE
39,Male,Master's Degree,Senior HR Generalist,10,105000,FALSE
31,Male,High School,Junior HR Generalist,2,35000,FALSE
44,Female,PhD,Director of HR,13,135000,FALSE
28,Male,Bachelor's Degree,Web Developer,4,65000,FALSE
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,FALSE
45,Male,PhD,Director of HR,14,140000,FALSE
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,FALSE
38,Male,Master's Degree,Senior HR Generalist,8,95000,FALSE
27,Female,High School,Junior HR Generalist,1,32000,FALSE
33,Male,Bachelor's Degree,Web Developer,5,70000,FALSE
42,Female,Master's Degree,Director of HR,12,120000,FALSE
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,FALSE
36,Female,Master's Degree,Web Developer,7,85000,FALSE
30,Male,High School,Junior HR Coordinator,2,33000,FALSE
43,Female,PhD,Senior Human Resources Manager,15,150000,FALSE
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,FALSE
25,Female,Master's Degree,Junior HR Generalist,1,32000,FALSE
37,Male,PhD,Director of HR,11,115000,FALSE
28,Male,Bachelor's Degree,Software Engineer,3,60000,FALSE
37,Female,Master's Degree,Marketing Manager,9,100000,FALSE
43,Male,PhD,Data Scientist,15,150000,FALSE
31,Female,Bachelor's Degree,Human Resources Coordinator,4,55000,FALSE
24,Male,High School,Junior Sales Associate,1,30000,FALSE
29,Female,Master's Degree,Software Developer,5,70000,FALSE
35,Male,Bachelor's Degree,Operations Manager,8,90000,FALSE
26,Female,Master's Degree,Marketing Coordinator,2,40000,FALSE
42,Male,PhD,Data Scientist,12,130000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
27,Male,High School,Junior Sales Associate,2,35000,FALSE
38,Female,Master's Degree,Marketing Manager,10,110000,FALSE
30,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
45,Male,PhD,Data Scientist,18,180000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
33,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
29,Female,High School,Junior Sales Associate,1,30000,FALSE
44,Male,PhD,Data Scientist,16,160000,FALSE
26,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
31,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,13,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
28,Male,High School,Junior Sales Associate,2,35000,FALSE
39,Female,Master's Degree,Marketing Manager,10,110000,FALSE
31,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
45,Male,PhD,Data Scientist,18,180000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
33,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
29,Female,High School,Junior Sales Associate,1,30000,FALSE
44,Male,PhD,Data Scientist,16,160000,FALSE
26,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
31,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,13,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
28,Male,High School,Junior Sales Associate,2,35000,FALSE
39,Female,Master's Degree,Marketing Manager,10,110000,FALSE
31,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
45,Male,PhD,Data Scientist,18,180000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
33,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
29,Female,High School,Junior Sales Associate,1,30000,FALSE
44,Male,PhD,Data Scientist,16,160000,FALSE
26,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
31,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,13,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
28,Male,High School,Junior Sales Associate,2,35000,FALSE
39,Female,Master's Degree,Marketing Manager,10,110000,FALSE
31,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
45,Male,PhD,Data Scientist,18,180000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
33,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
29,Female,High School,Junior Sales Associate,1,30000,FALSE
44,Male,PhD,Data Scientist,16,160000,FALSE
26,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
31,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,13,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
28,Male,High School,Junior Sales Associate,2,35000,FALSE
39,Female,Master's Degree,Marketing Manager,10,110000,FALSE
31,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
45,Male,PhD,Data Scientist,18,180000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
33,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
29,Female,High School,Junior Sales Associate,1,30000,FALSE
44,Male,PhD,Data Scientist,16,160000,FALSE
26,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
31,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,13,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
28,Male,High School,Junior Sales Associate,2,35000,FALSE
39,Female,Master's Degree,Marketing Manager,10,110000,FALSE
31,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
45,Male,PhD,Data Scientist,18,180000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
33,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
29,Female,High School,Junior Sales Associate,1,30000,FALSE
44,Male,PhD,Data Scientist,16,160000,FALSE
26,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
31,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,13,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
28,Male,High School,Junior Sales Associate,2,35000,FALSE
39,Female,Master's Degree,Marketing Manager,10,110000,FALSE
31,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
45,Male,PhD,Data Scientist,18,180000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
33,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
29,Female,High School,Junior Sales Associate,1,30000,FALSE
44,Male,PhD,Data Scientist,16,160000,FALSE
26,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
31,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,13,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
28,Male,High School,Junior Sales Associate,2,35000,FALSE
39,Female,Master's Degree,Marketing Manager,10,110000,FALSE
31,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
45,Male,PhD,Data Scientist,18,180000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
33,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
29,Female,High School,Junior Sales Associate,1,30000,FALSE
44,Male,PhD,Data Scientist,16,160000,FALSE
26,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,60000,FALSE
38,Female,Master's Degree,Marketing Manager,9,100000,FALSE
44,Male,PhD,Data Scientist,15,150000,FALSE
30,Female,Bachelor's Degree,Human Resources Coordinator,4,55000,FALSE
23,Male,High School,Junior Sales Associate,1,30000,FALSE
28,Female,Master's Degree,Software Developer,5,70000,FALSE
34,Male,Bachelor's Degree,Operations Manager,8,90000,FALSE
25,Female,Master's Degree,Marketing Coordinator,2,40000,FALSE
41,Male,PhD,Data Scientist,12,130000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
26,Male,High School,Junior Sales Associate,2,35000,FALSE
37,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
46,Male,PhD,Data Scientist,18,180000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
39,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
28,Female,High School,Junior Sales Associate,1,30000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
27,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
35,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
30,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
26,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
41,Male,PhD,Data Scientist,13,140000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
27,Male,High School,Junior Sales Associate,2,35000,FALSE
38,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
46,Male,PhD,Data Scientist,18,180000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
39,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
28,Female,High School,Junior Sales Associate,1,30000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
27,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
35,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
30,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
26,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
41,Male,PhD,Data Scientist,13,140000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
27,Male,High School,Junior Sales Associate,2,35000,FALSE
38,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
46,Male,PhD,Data Scientist,18,180000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
39,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
28,Female,High School,Junior Sales Associate,1,30000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
27,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
35,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
30,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
26,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
41,Male,PhD,Data Scientist,13,140000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
27,Male,High School,Junior Sales Associate,2,35000,FALSE
38,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
46,Male,PhD,Data Scientist,18,180000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
39,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
28,Female,High School,Junior Sales Associate,1,30000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
27,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
35,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
30,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
26,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
41,Male,PhD,Data Scientist,13,140000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
27,Male,High School,Junior Sales Associate,2,35000,FALSE
38,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
46,Male,PhD,Data Scientist,18,180000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
39,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
28,Female,High School,Junior Sales Associate,1,30000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
27,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
35,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
30,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
26,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
41,Male,PhD,Data Scientist,13,140000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
27,Male,High School,Junior Sales Associate,2,35000,FALSE
38,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
46,Male,PhD,Data Scientist,18,180000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
39,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
28,Female,High School,Junior Sales Associate,1,30000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
27,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
35,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
30,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
26,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
41,Male,PhD,Data Scientist,13,140000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
27,Male,High School,Junior Sales Associate,2,35000,FALSE
38,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
46,Male,PhD,Data Scientist,18,180000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
39,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
28,Female,High School,Junior Sales Associate,1,30000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
27,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
35,Female,Master's Degree,Marketing Coordinator,8,85000,FALSE
30,Male,Bachelor's Degree,Operations Manager,5,70000,FALSE
26,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
41,Male,PhD,Data Scientist,13,140000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
27,Male,High School,Junior Sales Associate,2,35000,FALSE
38,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
46,Male,PhD,Data Scientist,18,180000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
39,Female,Master's Degree,Human Resources Manager,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
28,Female,High School,Junior Sales Associate,1,30000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
27,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
24,Male,Bachelor's Degree,Software Engineer,2,55000,FALSE
32,Female,Master's Degree,Marketing Manager,7,90000,FALSE
45,Male,PhD,Data Scientist,16,160000,FALSE
28,Female,Bachelor's Degree,Human Resources Coordinator,4,60000,FALSE
22,Male,High School,Junior Sales Associate,1,25000,FALSE
29,Female,Master's Degree,Software Developer,5,70000,FALSE
36,Male,Bachelor's Degree,Operations Manager,8,100000,FALSE
27,Female,Bachelor's Degree,Marketing Coordinator,3,45000,FALSE
42,Male,PhD,Data Scientist,14,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
